latitude,longitude,brightness,scan,track,acq_date,confidence,frp,type
-20.6077,131.6839,374.2,1,1,11/10/2023,100,114.6,0
-19.8621,136.6172,361.7,1.8,1.3,11/10/2023,100,172.5,0
-20.6629,131.6834,368.5,1,1,11/10/2023,100,92.4,0
-20.6707,131.6904,398.9,1,1,11/10/2023,100,230.1,0
-20.6693,131.7,399,1,1,11/10/2023,100,230.3,0
-20.7009,131.9214,370.6,1,1,11/10/2023,100,97.1,0
-20.7099,131.9229,362.3,1,1,11/10/2023,100,71.2,0
-20.8165,132.072,360.4,1,1,11/10/2023,100,69.7,0
-20.8728,132.5594,363.2,1,1,11/10/2023,100,82.1,0
-20.9632,132.199,389.4,1,1,11/10/2023,100,176.6,0
-20.9617,132.2087,376.1,1,1,11/10/2023,100,118.1,0
-20.9693,132.2199,362.1,1,1,11/10/2023,100,70.9,0
-20.8368,134.1599,360.3,1.2,1.1,11/10/2023,100,89,0
-20.8372,134.1655,363.9,1.2,1.1,11/10/2023,100,98.3,0
-20.8507,134.1444,394.8,1.2,1.1,11/10/2023,100,271.1,0
-20.8585,134.1577,388.5,1.2,1.1,11/10/2023,100,228.5,0
-20.8683,134.1595,360.8,1.2,1.1,11/10/2023,100,94.8,0
-20.8664,134.1709,366,1.2,1.1,11/10/2023,100,112.9,0
-20.8849,134.3052,386.2,1.2,1.1,11/10/2023,100,213.6,0
-20.8947,134.307,376.8,1.2,1.1,11/10/2023,100,160.8,0
-21.3967,132.9352,362,1.1,1,11/10/2023,100,78.6,0
-21.404,132.9318,367.6,1.1,1,11/10/2023,100,93.8,0
-21.4025,132.9418,389.4,1.1,1,11/10/2023,100,186.3,0
-21.4009,132.9519,386.8,1.1,1,11/10/2023,100,172.8,0
-21.4101,132.9536,366,1.1,1,11/10/2023,100,81.9,0
-21.4085,132.9637,362.3,1.1,1,11/10/2023,100,71.5,0
-21.4069,132.9738,373.8,1.1,1,11/10/2023,100,113.5,0
-21.4516,132.8063,368.1,1,1,11/10/2023,100,96.8,0
-21.4501,132.8163,388.9,1,1,11/10/2023,100,186.5,0
-21.4485,132.8262,421,1,1,11/10/2023,100,412.9,0
-21.447,132.8363,421.9,1,1,11/10/2023,100,421.6,0
-21.4455,132.8463,368,1.1,1,11/10/2023,100,98.2,0
-21.4623,132.7979,382.4,1,1,11/10/2023,100,151,0
-21.4607,132.8079,390.6,1,1,11/10/2023,100,192.7,0
-21.4561,132.8379,437.8,1,1,11/10/2023,100,584.7,0
-21.4546,132.8479,454.2,1.1,1,11/10/2023,100,801.9,0
-21.7753,130.9872,420.6,1,1,11/10/2023,100,384.7,0
-21.774,130.9968,361.4,1,1,11/10/2023,100,71.7,0
-21.7855,130.9856,446.8,1,1,11/10/2023,100,656.7,0
-21.7841,130.9953,436.8,1,1,11/10/2023,100,539.8,0
-21.8207,131.0605,360.3,1,1,11/10/2023,100,63.8,0
-21.8311,131.0523,397.1,1,1,11/10/2023,100,216,0
-21.8297,131.062,408.5,1,1,11/10/2023,100,285.3,0
-21.8283,131.0716,374.8,1,1,11/10/2023,100,107.8,0
-21.827,131.0812,372.1,1,1,11/10/2023,100,97.5,0
-21.8374,131.201,409,1,1,11/10/2023,100,286.3,0
-21.9444,131.0276,364.6,1,1,11/10/2023,100,78.4,0
-21.943,131.0372,422.1,1,1,11/10/2023,100,394.5,0
-21.9519,131.0387,391.5,1,1,11/10/2023,100,184.7,0
-21.9506,131.0483,384.5,1,1,11/10/2023,100,148.3,0
-22.0836,130.954,380.4,1,1,11/10/2023,100,133.4,0
-22.0926,130.9555,371.5,1,1,11/10/2023,100,100.4,0
-22.8661,133.2011,368.6,1.1,1,11/10/2023,100,100.5,0
-22.8416,133.2382,361.7,1.1,1,11/10/2023,100,80.7,0
-22.8431,133.2281,363.9,1.1,1,11/10/2023,100,86.1,0
-22.8213,133.3077,361.8,1.1,1,11/10/2023,100,74.9,0
-22.6929,132.65,367.2,1,1,11/10/2023,100,88.7,0
-22.1604,131.6394,376.1,1,1,11/10/2023,100,111.9,0
-19.8042,128.9547,360.9,1.1,1,11/10/2023,100,74.7,0
-19.2791,132.6063,384.9,1.1,1,11/10/2023,100,173.2,0
-19.2776,132.6163,384.9,1.1,1,11/10/2023,100,172.3,0
-19.276,132.6265,400.8,1.1,1,11/10/2023,100,265.9,0
-19.8535,128.9902,360.7,1.1,1,11/10/2023,100,73.3,0
-19.9103,129.1365,363.6,1.1,1,11/10/2023,100,83,0
-19.4798,132.7473,363.9,1.1,1,11/10/2023,100,90.1,0
-19.4782,132.7574,399.3,1.1,1,11/10/2023,100,259.4,0
-19.4767,132.7676,437.2,1.1,1,11/10/2023,100,608.2,0
-19.4859,132.7693,396.6,1.1,1,11/10/2023,100,241.7,0
-19.5327,133.0064,360.3,1.1,1,11/10/2023,100,75.8,0
-19.6551,132.9127,362,1.1,1,11/10/2023,100,78.6,0
-20.4858,128.8073,387.6,1.1,1.1,11/10/2023,100,197.1,0
-20.5039,128.7435,400.2,1.1,1.1,11/10/2023,100,286,0
-20.5025,128.7545,397.2,1.1,1.1,11/10/2023,100,261.5,0
-20.501,128.7654,365.7,1.1,1.1,11/10/2023,100,97.4,0
-20.4953,128.8088,431.6,1.1,1.1,11/10/2023,100,579.2,0
-20.4938,128.8196,380.5,1.1,1.1,11/10/2023,100,160.5,0
-20.512,128.7559,375.6,1.1,1.1,11/10/2023,100,140.5,0
-20.5106,128.7668,368.7,1.1,1.1,11/10/2023,100,109.4,0
-20.9554,125.8535,415.1,1.8,1.3,11/10/2023,100,751.7,0
-20.9534,125.8702,376.2,1.7,1.3,11/10/2023,100,253.3,0
-20.967,125.855,388.1,1.8,1.3,11/10/2023,100,377.5,0
-20.9651,125.8717,361.6,1.7,1.3,11/10/2023,100,151,0
-20.9652,125.8445,392.7,1.8,1.3,11/10/2023,100,438.3,0
-20.9633,125.8613,427.1,1.8,1.3,11/10/2023,100,995.9,0
-20.9615,125.878,362.9,1.7,1.3,11/10/2023,100,165.8,0
-20.6735,129.7914,389.8,1.1,1,11/10/2023,100,187.6,0
-20.5228,131.5067,370.3,1,1,11/10/2023,100,99.3,0
-20.5186,131.5352,362.4,1,1,11/10/2023,100,71.9,0
-20.5303,131.5177,360.1,1,1,11/10/2023,100,67.8,0
-20.5379,131.5287,402.8,1,1,11/10/2023,100,252.3,0
-20.5365,131.5383,409.8,1,1,11/10/2023,100,298.9,0
-19.7399,128.8967,406.8,1.1,1.1,11/10/2023,100,318.9,0
-19.8136,128.2651,375.8,1.2,1.1,11/10/2023,100,145.9,0
-19.5121,130.3497,386.7,1,1,11/10/2023,100,164.6,0
-19.6891,128.5114,360.3,1.2,1.1,11/10/2023,100,77.3,0
-19.3294,130.4053,380.6,1,1,11/10/2023,100,134.3,0
-19.3773,124.0724,360.4,2.3,1.5,11/10/2023,100,215.6,0
-18.4732,131.0457,381,1,1,11/10/2023,100,136.4,0
-18.4746,131.0363,422.1,1,1,11/10/2023,100,393.2,0
-18.6947,129.1519,386.8,1.1,1,11/10/2023,100,177,0
-19.3197,123.8835,391.6,2.3,1.5,11/10/2023,100,653.8,0
-19.3221,123.8614,391.8,2.3,1.5,11/10/2023,100,665.3,0
-19.3064,123.8819,377.1,2.3,1.5,11/10/2023,100,425.4,0
-19.3088,123.8599,403.6,2.3,1.5,11/10/2023,100,895.7,0
-19.2955,123.8583,362.4,2.3,1.5,11/10/2023,100,265.9,0
-19.2916,123.7679,362.3,2.4,1.5,11/10/2023,100,264.8,0
-19.2807,123.7843,363.4,2.4,1.5,11/10/2023,100,269.7,0
-18.8949,123.9626,380,2.3,1.5,11/10/2023,100,448.3,0
-18.8978,123.9582,368,2.3,1.5,11/10/2023,100,295.5,0
-18.8363,124.0366,364.4,2.2,1.4,11/10/2023,100,236.6,0
-18.6637,123.8304,362.8,2.3,1.5,11/10/2023,100,250.8,0
-18.6483,123.8504,384.4,2.3,1.5,11/10/2023,100,494.3,0
-18.6508,123.8435,381.6,2.3,1.5,11/10/2023,100,448.4,0
-16.3289,136.0924,384.7,1.9,1.4,11/10/2023,100,414,0
-18.0023,123.4794,403.3,2.4,1.5,11/10/2023,100,917.2,0
-17.8278,123.9922,376.7,2.2,1.4,11/10/2023,100,384.5,0
-17.8149,123.9906,450.9,2.2,1.4,11/10/2023,100,2183.5,0
-17.8172,123.9702,439.1,2.2,1.4,11/10/2023,100,1749.4,0
-17.8021,123.989,373.2,2.2,1.4,11/10/2023,100,328.9,0
-17.8043,123.9687,467.1,2.2,1.4,11/10/2023,100,2919.9,0
-17.8065,123.9483,401.3,2.2,1.4,11/10/2023,100,759.9,0
-17.8138,124.0059,379.8,2.2,1.4,11/10/2023,100,412.4,0
-17.8162,123.9856,461.3,2.2,1.4,11/10/2023,100,2631.1,0
-17.8186,123.9652,399.9,2.2,1.4,11/10/2023,100,720.7,0
-17.8033,123.984,410.8,2.2,1.4,11/10/2023,100,938.3,0
-17.8057,123.9637,464.5,2.2,1.4,11/10/2023,100,2790.6,0
-17.8081,123.9433,369.1,2.2,1.4,11/10/2023,100,294.4,0
-17.7777,123.9809,405.1,2.2,1.4,11/10/2023,100,814.9,0
-17.78,123.9606,419.8,2.2,1.4,11/10/2023,100,1159.1,0
-17.3002,127.7757,363.2,1.2,1.1,11/10/2023,100,97.6,0
-17.0568,124.7931,371.7,1.8,1.3,11/10/2023,100,242.8,0
-17.0588,124.7763,371.4,1.8,1.3,11/10/2023,100,246.9,0
-17.0671,124.7071,367.6,1.9,1.3,11/10/2023,100,232.4,0
-17.0489,124.7577,375.7,1.9,1.3,11/10/2023,100,282.6,0
-17.0294,124.6128,368.9,1.9,1.3,11/10/2023,100,241.6,0
-17.0153,124.629,379.1,1.9,1.3,11/10/2023,100,328.1,0
-17.0173,124.6112,398.2,1.9,1.3,11/10/2023,100,570.5,0
-17.2171,122.6617,397,2.7,1.6,11/10/2023,100,931.3,0
-17.0252,124.6072,376.3,1.9,1.3,11/10/2023,100,311.3,0
-17.011,124.6234,385.2,1.9,1.3,11/10/2023,100,391.2,0
-17.0131,124.6056,360.9,1.9,1.3,11/10/2023,100,178.8,0
-16.2674,130.066,405.5,1,1,11/10/2023,100,266.8,0
-17.2133,122.6565,408.1,2.7,1.6,11/10/2023,100,1220.9,0
-16.2482,130.0724,396.9,1,1,11/10/2023,100,218.7,0
-17.1731,122.4969,390.9,2.8,1.6,11/10/2023,100,824.3,0
-16.9306,124.5777,366.4,1.9,1.3,11/10/2023,100,205.5,0
-16.9327,124.5596,361.8,1.9,1.3,11/10/2023,100,175.9,0
-17.1837,122.4909,365.4,2.8,1.6,11/10/2023,100,381.1,0
-16.9257,124.5702,374.3,1.9,1.3,11/10/2023,100,272.7,0
-16.8774,124.5635,363.6,1.9,1.3,11/10/2023,100,190.3,0
-16.1082,130.1478,368.7,1,1,11/10/2023,100,87.9,0
-12.6742,135.3671,362.5,2,1.4,11/10/2023,100,215.8,0
-11.8068,133.1308,363.7,1.4,1.2,11/10/2023,100,135.2,0
-16.6758,123.9542,396.2,2.1,1.4,11/10/2023,100,624,0
-16.6735,123.9738,412.3,2.1,1.4,11/10/2023,100,924.7,0
-13.3921,142.4375,330.3,1,1,11/10/2023,100,28.6,0
-13.3907,142.4283,340.5,1,1,11/10/2023,100,43.7,0
-13.3893,142.419,361.7,1,1,11/10/2023,100,91.4,0
-13.3879,142.4097,370,1,1,11/10/2023,100,117.8,0
-13.3865,142.4005,339.6,1,1,11/10/2023,100,42.7,0
-16.1757,144.2062,338.6,1.1,1,11/10/2023,100,45.8,0
-17.4694,136.336,351.8,2,1.4,11/10/2023,100,172.5,0
-17.4727,136.354,322.2,1.9,1.4,11/10/2023,100,48.4,0
-21.9047,132.9201,321.7,2.8,1.6,11/10/2023,100,89.1,0
-21.901,132.9256,321.9,2.8,1.6,11/10/2023,100,90.5,0
-21.4229,132.8338,341.4,2.9,1.6,11/10/2023,100,227,0
-21.4235,132.8413,335.1,2.9,1.6,11/10/2023,100,175.4,0
-21.4181,132.8136,325.4,2.9,1.6,11/10/2023,100,117.3,0
-20.0573,136.643,322.4,1.7,1.3,11/10/2023,100,39,0
-20.094,136.6611,320.3,1.6,1.3,11/10/2023,100,34.1,0
-20.1359,136.7006,326.1,1.6,1.3,11/10/2023,100,46.6,0
-20.147,136.6983,336.8,1.6,1.3,11/10/2023,100,76.2,0
-21.9034,148.2183,321.6,2.2,1.5,11/10/2023,100,63.3,0
-16.677,124.1,330.4,2.1,1.4,11/10/2023,100,79.2,0
-16.6896,124.0985,331.3,2.1,1.4,11/10/2023,100,81.8,0
-17.9051,123.5928,323.3,2,1.4,11/10/2023,100,57.4,0
-17.9086,123.5872,326.6,2,1.4,11/10/2023,100,65.8,0
-19.2994,123.8393,354,2.2,1.4,11/10/2023,100,224,0
-19.2972,123.8188,336.6,2.2,1.4,11/10/2023,100,118.8,0
-19.3137,123.8447,358.5,2.2,1.4,11/10/2023,100,259.9,0
-19.3114,123.8242,352.3,2.2,1.4,11/10/2023,100,211.1,0
-19.3009,123.8463,354.9,2.2,1.4,11/10/2023,100,231.7,0
-19.2986,123.8258,374.2,2.2,1.4,11/10/2023,100,408.1,0
-18.7136,123.71,328.1,2.1,1.4,11/10/2023,100,78.9,0
-18.6884,123.7131,325.8,2.1,1.4,11/10/2023,100,68.3,0
-18.5326,123.9463,342.4,2.2,1.4,11/10/2023,100,149.4,0
-18.4894,123.9158,328.1,2.1,1.4,11/10/2023,100,81.3,0
-18.4918,123.936,327.5,2.2,1.4,11/10/2023,100,79.9,0
-18.5022,123.9142,328,2.1,1.4,11/10/2023,100,79.7,0
-18.5046,123.9344,359.4,2.2,1.4,11/10/2023,100,259.8,0
-18.5174,123.9329,347.9,2.2,1.4,11/10/2023,100,175.8,0
-18.5197,123.9531,331.1,2.2,1.4,11/10/2023,100,91.1,0
-18.492,123.9307,332.9,2.2,1.4,11/10/2023,100,101.3,0
-18.5048,123.9292,359.4,2.2,1.4,11/10/2023,100,258.6,0
-18.5175,123.9276,333.7,2.2,1.4,11/10/2023,100,103.9,0
-18.5198,123.9478,344.5,2.2,1.4,11/10/2023,100,158.6,0
-19.3122,123.8377,381.8,2.2,1.4,11/10/2023,100,506.1,0
-19.31,123.8172,328.5,2.2,1.4,11/10/2023,100,86.2,0
-29.3124,151.013,371.3,1.2,1.1,12/10/2023,100,151.3,0
-25.3641,152.2076,364.7,1.7,1.3,12/10/2023,100,202.2,0
-21.4902,140.6046,419.3,1.6,1.3,12/10/2023,100,765.9,0
-21.5014,140.6062,360.4,1.6,1.3,12/10/2023,100,143.1,0
-22.9713,148.128,419.8,1.1,1,12/10/2023,100,434.5,0
-22.9807,148.1297,369.5,1.1,1,12/10/2023,100,108.8,0
-17.4692,136.2234,365.3,3,1.7,12/10/2023,100,437.2,0
-17.4691,136.2306,375.9,3,1.7,12/10/2023,100,616.5,0
-17.7543,137.8007,368.5,2.3,1.5,12/10/2023,100,314.7,0
-19.9019,136.5993,361.4,3.1,1.7,12/10/2023,100,362.9,0
-19.2017,146.2146,360.6,1,1,12/10/2023,100,81,0
-20.6203,136.4817,361.8,3.2,1.7,12/10/2023,100,380.5,0
-15.6568,144.2067,366,1,1,12/10/2023,100,89.3,0
-15.6671,144.1989,360.2,1,1,12/10/2023,100,77.2,0
-15.8915,134.3253,381,4.1,1.9,12/10/2023,100,1100.9,0
-15.9122,134.2893,374.1,4.1,1.9,12/10/2023,100,907.4,0
-15.9083,134.3271,389.4,4.1,1.9,12/10/2023,100,1375.3,0
-15.8957,134.33,395.9,4.1,1.9,12/10/2023,100,1629.6,0
-15.9162,134.2941,384.4,4.1,1.9,12/10/2023,100,1215.2,0
-15.9125,134.3319,379.6,4.1,1.9,12/10/2023,100,1035.8,0
-15.9628,134.3371,364.8,4.1,1.9,12/10/2023,100,643.1,0
-14.7196,141.6892,371.3,1.2,1.1,12/10/2023,100,125.2,0
-15.9593,135.8102,360.2,3.1,1.7,12/10/2023,100,366,0
-15.544,144.1645,372.4,1,1,12/10/2023,100,112.5,0
-15.639,144.2039,370.8,1,1,12/10/2023,100,106.5,0
-15.6376,144.2131,373.9,1,1,12/10/2023,100,117,0
-12.678,135.3157,360.5,3.1,1.7,12/10/2023,100,407.2,0
-22.1802,131.0179,374.4,3.6,1.8,12/10/2023,100,724,0
-22.1875,130.9839,395,3.6,1.8,12/10/2023,100,1316.9,0
-22.1731,131.0116,372.3,3.6,1.8,12/10/2023,100,673.2,0
-22.1802,130.9775,388.6,3.6,1.8,12/10/2023,100,1106.1,0
-21.7647,130.6681,364.1,3.5,1.8,12/10/2023,100,508.7,0
-21.7422,130.6974,360.1,3.5,1.8,12/10/2023,100,436.5,0
-21.7126,130.7605,361.7,3.6,1.8,12/10/2023,100,474.5,0
-21.7341,130.6908,365.9,3.5,1.8,12/10/2023,100,557.8,0
-20.8626,118.2638,393.8,1.2,1.1,12/10/2023,100,228.6,0
-20.864,118.2528,416.4,1.2,1.1,12/10/2023,100,413.8,0
-19.3648,123.7811,364.1,1.3,1.1,12/10/2023,100,114.1,0
-19.3668,123.7691,396.4,1.3,1.1,12/10/2023,100,308.2,0
-19.3148,123.9599,381.9,1.3,1.1,12/10/2023,100,199.8,0
-19.3168,123.9476,363.4,1.3,1.1,12/10/2023,100,101.7,0
-19.3363,123.5801,366.1,1.2,1.1,12/10/2023,100,113.2,0
-19.3218,123.608,382.2,1.3,1.1,12/10/2023,100,196.6,0
-19.3199,123.6198,392.1,1.3,1.1,12/10/2023,100,260,0
-20.4889,131.379,374.1,4.2,1.9,12/10/2023,100,921.7,0
-20.4869,131.374,373.4,4.2,1.9,12/10/2023,100,902.4,0
-20.5159,128.6757,369.1,2.7,1.6,12/10/2023,100,387.9,0
-20.4564,128.6109,377.5,2.6,1.6,12/10/2023,100,520.7,0
-17.9756,123.4351,372.3,1.3,1.1,12/10/2023,100,150.3,0
-17.6662,125.244,368.4,1.7,1.3,12/10/2023,100,193.9,0
-18.0276,123.4322,395.2,1.3,1.1,12/10/2023,100,289.9,0
-18.0257,123.4441,375.9,1.3,1.1,12/10/2023,100,161.6,0
-18.0783,123.7471,370.6,1.3,1.1,12/10/2023,100,141.7,0
-18.0763,123.7595,406.7,1.3,1.1,12/10/2023,100,410.6,0
-18.0905,123.7365,405.6,1.3,1.1,12/10/2023,100,405.7,0
-18.1007,123.7383,419.7,1.3,1.1,12/10/2023,100,566.9,0
-18.0987,123.7507,369.2,1.3,1.1,12/10/2023,100,137,0
-18.4997,123.8685,366,1.3,1.1,12/10/2023,100,127.4,0
-18.6381,123.7095,399.7,1.3,1.1,12/10/2023,100,329.6,0
-18.6361,123.7216,410,1.3,1.1,12/10/2023,100,430.2,0
-17.264,122.6235,361.9,1.2,1.1,12/10/2023,100,96.8,0
-17.2255,122.869,384.7,1.2,1.1,12/10/2023,100,212.1,0
-17.6827,124.1457,392.8,1.4,1.2,12/10/2023,100,318.9,0
-17.568,125.084,377.3,1.7,1.3,12/10/2023,100,250,0
-29.297,151.0282,336,1.1,1.1,12/10/2023,100,45.6,0
-29.3084,151.0375,324.2,1.1,1.1,12/10/2023,100,26.7,0
-12.4893,134.3626,320.8,1.1,1,12/10/2023,100,18.9,0
-14.947,133.9134,326,1.1,1,12/10/2023,100,23.3,0
-14.959,133.9315,327.5,1.1,1,12/10/2023,100,25.3,0
-14.9603,133.9413,322.2,1.1,1,12/10/2023,100,19,0
-15.1009,134.0146,324.9,1.1,1,12/10/2023,100,22.5,0
-16.0125,130.0887,334.3,1.1,1.1,12/10/2023,100,36.1,0
-16.0142,130.099,356.3,1.1,1.1,12/10/2023,100,85.5,0
-16.0219,130.0872,328.6,1.1,1.1,12/10/2023,100,27.6,0
-16.0235,130.0974,344.3,1.1,1.1,12/10/2023,100,55.4,0
-16.0722,130.1625,320.8,1.1,1,12/10/2023,100,19.4,0
-18.0655,123.8476,347.3,2.7,1.6,12/10/2023,100,233.1,0
-18.0683,123.8396,346.1,2.7,1.6,12/10/2023,100,226.3,0
-20.0566,136.6605,338.2,1.8,1.3,12/10/2023,100,88,0
-20.0683,136.659,321.9,1.8,1.3,12/10/2023,100,39.9,0
-20.0702,136.6757,334.5,1.8,1.3,12/10/2023,100,75,0
-20.0819,136.6742,333,1.8,1.3,12/10/2023,100,70.4,0
-20.0838,136.6909,326.9,1.8,1.3,12/10/2023,100,53.2,0
-20.0955,136.6894,328.8,1.8,1.3,12/10/2023,100,59.3,0
-20.321,136.7516,321.2,1.8,1.3,12/10/2023,100,40,0
-20.3421,136.761,321,1.8,1.3,12/10/2023,100,41.4,0
-18.6824,123.7761,337.8,2.6,1.6,12/10/2023,100,165.1,0
-18.6885,123.7697,334.7,2.6,1.6,12/10/2023,100,143.4,0
-18.6933,123.7942,324.1,2.6,1.6,12/10/2023,100,88.4,0
-19.7066,128.8839,322.2,1.1,1.1,12/10/2023,100,24.2,0
-19.7083,128.8947,331.2,1.1,1.1,12/10/2023,100,36.8,0
-19.7101,128.9054,323.5,1.1,1.1,12/10/2023,100,26.3,0
-18.8937,123.9941,322.4,2.5,1.5,12/10/2023,100,79.3,0
-18.9028,123.9677,326,2.5,1.5,12/10/2023,100,94.3,0
-18.9015,123.9873,322.3,2.5,1.5,12/10/2023,100,78.8,0
-20.8808,136.5866,395.2,1.8,1.3,12/10/2023,100,522,0
-20.8828,136.6036,396,1.8,1.3,12/10/2023,100,534.5,0
-20.8926,136.5852,357.9,1.8,1.3,12/10/2023,100,183.8,0
-20.8945,136.6021,374.5,1.8,1.3,12/10/2023,100,305.2,0
-19.9485,129.5128,328,1.1,1,12/10/2023,100,29.3,0
-17.7984,137.8626,320.2,2,1.4,12/10/2023,100,50,0
-18.3487,130.9824,321.1,1,1,12/10/2023,100,18.9,0
-17.5192,125.0469,323.4,2.2,1.5,12/10/2023,100,66.7,0
-17.6374,125.6348,323,2,1.4,12/10/2023,100,50.8,0
-17.5198,125.0611,326.5,2.2,1.4,12/10/2023,100,77.9,0
-17.6261,125.6298,322.8,2,1.4,12/10/2023,100,50,0
-17.6898,125.5593,323.7,2,1.4,12/10/2023,100,54.8,0
-20.3805,131.4372,320.5,1,1,12/10/2023,100,15.2,0
-20.3818,131.4467,422.6,1,1,12/10/2023,100,415.3,0
-20.3832,131.4562,428.7,1,1,12/10/2023,100,470,0
-20.3846,131.4657,377.8,1,1,12/10/2023,100,140.1,0
-20.386,131.4752,416.9,1,1,12/10/2023,100,366.7,0
-20.3874,131.4847,430,1,1,12/10/2023,100,483,0
-20.3888,131.4942,399.2,1,1,12/10/2023,100,245.4,0
-20.3902,131.5036,383.3,1,1,12/10/2023,100,165.3,0
-20.3894,131.4358,335.6,1,1,12/10/2023,100,33.4,0
-20.3908,131.4453,401.1,1,1,12/10/2023,100,256.6,0
-20.3922,131.4548,365.2,1,1,12/10/2023,100,95.9,0
-20.3936,131.4642,423.5,1,1,12/10/2023,100,422.8,0
-20.395,131.4737,425,1,1,12/10/2023,100,435.7,0
-20.3964,131.4832,419,1,1,12/10/2023,100,384.3,0
-20.3978,131.4927,444.7,1,1,12/10/2023,100,644.2,0
-20.3991,131.5022,442.9,1,1,12/10/2023,100,621.2,0
-20.4005,131.5117,374.1,1,1,12/10/2023,100,128,0
-20.4019,131.5212,328,1,1,12/10/2023,100,24.2,0
-20.3941,131.4059,339.4,1,1,12/10/2023,100,41.6,0
-20.4011,131.4533,331,1,1,12/10/2023,100,28.1,0
-20.4025,131.4628,344.1,1,1,12/10/2023,100,47,0
-20.4081,131.5007,360.7,1,1,12/10/2023,100,85.9,0
-20.4095,131.5102,342.8,1,1,12/10/2023,100,45.6,0
-20.4109,131.5197,347.1,1,1,12/10/2023,100,54,0
-20.4123,131.5292,326.1,1,1,12/10/2023,100,22.3,0
-20.4128,131.4708,324.1,1,1,12/10/2023,100,19.9,0
-20.4142,131.4803,345.2,1,1,12/10/2023,100,49.7,0
-20.4156,131.4898,328.6,1,1,12/10/2023,100,24.6,0
-20.4184,131.5088,342.5,1,1,12/10/2023,100,46.3,0
-20.4198,131.5183,320.8,1,1,12/10/2023,100,16.8,0
-20.4212,131.5278,335.5,1,1,12/10/2023,100,35.1,0
-20.4226,131.5373,383.4,1,1,12/10/2023,100,166.9,0
-20.4475,131.5819,328.5,1,1,12/10/2023,100,26.8,0
-20.4489,131.5914,323.6,1,1,12/10/2023,100,21.4,0
-20.8819,134.19,326.2,1.2,1.1,12/10/2023,100,32.7,0
-20.5136,131.4087,333.6,1,1,12/10/2023,100,33.4,0
-20.894,134.1282,321,1.2,1.1,12/10/2023,100,24.4,0
-20.9191,134.155,323.8,1.2,1.1,12/10/2023,100,28.9,0
-20.9206,134.1668,324.8,1.2,1.1,12/10/2023,100,30.5,0
-20.6322,131.9019,360.4,1,1,12/10/2023,100,88,0
-20.6335,131.9116,327.7,1,1,12/10/2023,100,24.9,0
-20.6439,131.9198,327.5,1,1,12/10/2023,100,25.2,0
-19.2877,123.5534,350,2.7,1.6,12/10/2023,100,252.1,0
-19.2924,123.578,326.1,2.7,1.6,12/10/2023,100,92.9,0
-19.351,123.8901,333.7,2.5,1.5,12/10/2023,100,130.6,0
-19.3062,123.575,335.5,2.7,1.6,12/10/2023,100,145.2,0
-20.8091,132.6409,321.2,1.1,1,12/10/2023,100,20.2,0
-19.2908,123.5448,337.6,2.7,1.6,12/10/2023,100,159.3,0
-19.2956,123.5694,354.6,2.7,1.6,12/10/2023,100,296.8,0
-19.3563,123.881,327.2,2.5,1.5,12/10/2023,100,95.7,0
-20.74,132.0163,320.4,1,1,12/10/2023,100,18,0
-20.8717,132.4922,349.2,1.1,1,12/10/2023,100,64.1,0
-20.873,132.5022,328.3,1.1,1,12/10/2023,100,27.5,0
-20.8822,132.5008,322,1.1,1,12/10/2023,100,20.4,0
-20.8836,132.5108,351,1.1,1,12/10/2023,100,68.3,0
-20.885,132.5208,322.4,1.1,1,12/10/2023,100,20.7,0
-21.5082,133.0502,326,1.1,1.1,12/10/2023,100,26.2,0
-21.5176,133.0488,322.9,1.1,1.1,12/10/2023,100,22.3,0
-21.5191,133.0594,334.8,1.1,1.1,12/10/2023,100,39.3,0
-21.5205,133.0701,321.9,1.1,1.1,12/10/2023,100,20.7,0
-20.6108,126.2657,344.1,1.6,1.2,12/10/2023,100,101.8,0
-20.6117,126.2598,329.2,1.6,1.2,12/10/2023,100,56.7,0
-21.7098,131.086,326.5,1,1,12/10/2023,100,24,0
-21.7112,131.0956,328,1,1,12/10/2023,100,25.9,0
-22.0988,130.9767,321.2,1,1,12/10/2023,100,17.1,0
-22.1091,130.9848,321.2,1,1,12/10/2023,100,16.2,0
-22.1105,130.9944,332.1,1,1,12/10/2023,100,29.2,0
-22.1837,130.9863,328.3,1,1,12/10/2023,100,24.9,0
-22.331,131.8775,324,1,1,12/10/2023,100,22.4,0
-23.6601,132.5271,322.9,1.1,1,12/10/2023,100,24.1,0
-22.8679,126.6088,338.1,1.4,1.2,12/10/2023,100,64.3,0
-29.3047,151.033,364.1,3.8,1.8,13/10/2023,100,622.4,0
-23.5807,134.8309,360.8,1,1,13/10/2023,100,71.6,0
-20.8732,132.3127,468.5,1.2,1.1,13/10/2023,100,1232.4,0
-20.8717,132.3239,394.4,1.2,1.1,13/10/2023,100,263.3,0
-20.8688,132.3464,414.5,1.2,1.1,13/10/2023,100,423.5,0
-20.8673,132.3576,386.8,1.2,1.1,13/10/2023,100,208.7,0
-20.8644,132.38,363.1,1.2,1.1,13/10/2023,100,95.1,0
-20.863,132.3912,394.2,1.2,1.1,13/10/2023,100,252.3,0
-20.8615,132.4024,407,1.2,1.1,13/10/2023,100,348.5,0
-20.86,132.4135,366.7,1.2,1.1,13/10/2023,100,107.1,0
-20.8844,132.3028,473.9,1.2,1.1,13/10/2023,100,1356,0
